C,epsilon,mae_avg,mse_avg,rmse_avg
0.001,0.0001,0.2981960535590059,0.2290221071123993,0.4737184511298949
0.001,0.00035938136638046257,0.2982042942637721,0.22903104499871657,0.4737280505831724
0.001,0.001291549665014884,0.298239509802812,0.22905105337841064,0.4737431240724078
0.001,0.004641588833612782,0.29821011840392386,0.22885527995332894,0.47356418512773957
0.001,0.016681005372000592,0.2980486021152057,0.22858702228100217,0.47328638997783895
0.001,0.05994842503189409,0.29797094676550306,0.22839697592128347,0.4731340095762905
0.001,0.21544346900318845,0.29947981464090134,0.22851527914051326,0.47325627118081914
0.001,0.7742636826811278,0.3833398479335883,0.2672597697057869,0.5141450951998913
0.001,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.001,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.004641588833612777,0.0001,0.2753333422866485,0.2012846336950938,0.4435236765925449
0.004641588833612777,0.00035938136638046257,0.275333122944965,0.20128570764109605,0.4435251294864391
0.004641588833612777,0.001291549665014884,0.2753371864867412,0.20130761029157274,0.443550624203329
0.004641588833612777,0.004641588833612782,0.27519391340938537,0.2013332775591694,0.4435966662314713
0.004641588833612777,0.016681005372000592,0.2749896727740778,0.20134235402457762,0.443563305424347
0.004641588833612777,0.05994842503189409,0.2751850494302344,0.20113749344425633,0.4433655510916207
0.004641588833612777,0.21544346900318845,0.2763692118285667,0.20070780587357273,0.4429533219125602
0.004641588833612777,0.7742636826811278,0.3734770195778817,0.2542665715339634,0.5012800354233039
0.004641588833612777,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.004641588833612777,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.021544346900318832,0.0001,0.2447769439828956,0.15227234391650513,0.3849575029758712
0.021544346900318832,0.00035938136638046257,0.24477726539258665,0.15228705608636633,0.3849767467437633
0.021544346900318832,0.001291549665014884,0.2447351595249973,0.15227839173961014,0.38496023530689866
0.021544346900318832,0.004641588833612782,0.24464052754440857,0.15221119997811025,0.3848532782785945
0.021544346900318832,0.016681005372000592,0.24426830738279337,0.15173626845473392,0.38431262162396285
0.021544346900318832,0.05994842503189409,0.24366460682554533,0.15096255835244046,0.38349863920234417
0.021544346900318832,0.21544346900318845,0.24588267515164436,0.15200479186305393,0.38489091113403645
0.021544346900318832,0.7742636826811278,0.35004303087010546,0.22191041818771712,0.4689524032616642
0.021544346900318832,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.021544346900318832,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.1,0.0001,0.21670951854693682,0.10200358137970053,0.3156966071877009
0.1,0.00035938136638046257,0.21671183692619866,0.10200189025018588,0.3156937071052186
0.1,0.001291549665014884,0.21669468772736558,0.10198990466353622,0.31567411087251174
0.1,0.004641588833612782,0.2166912328967044,0.10199160251320542,0.31567584888549866
0.1,0.016681005372000592,0.21655189451461315,0.10206784746120656,0.31582219673518447
0.1,0.05994842503189409,0.2149375201819857,0.1018863254308378,0.31557309895906227
0.1,0.21544346900318845,0.21679184075298705,0.1048592272671092,0.32007557201104
0.1,0.7742636826811278,0.3045670088757455,0.1669783582474179,0.4062882026895068
0.1,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.1,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.46415888336127775,0.0001,0.21284277831435694,0.08610590533623244,0.29040250609772367
0.46415888336127775,0.00035938136638046257,0.21284169366259964,0.08610062660598154,0.29039859078272756
0.46415888336127775,0.001291549665014884,0.21281299795165895,0.08606891244713943,0.29034577321432997
0.46415888336127775,0.004641588833612782,0.2126915147732394,0.08599580422430417,0.2902245697355953
0.46415888336127775,0.016681005372000592,0.21267343649385398,0.08601218186748809,0.2903263852572023
0.46415888336127775,0.05994842503189409,0.21108492567679513,0.0856212596383029,0.28969545153206433
0.46415888336127775,0.21544346900318845,0.20740211400049544,0.08401625876012564,0.28685145414759206
0.46415888336127775,0.7742636826811278,0.2745238984734202,0.12757883394225572,0.3556503285837917
0.46415888336127775,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
0.46415888336127775,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
2.154434690031882,0.0001,0.21517487970439375,0.0804799336239983,0.2813713701307824
2.154434690031882,0.00035938136638046257,0.2151677432817743,0.08048030493418204,0.2813725534539703
2.154434690031882,0.001291549665014884,0.21516237598436527,0.08048808543026378,0.2813889768053749
2.154434690031882,0.004641588833612782,0.21508187597685188,0.08044902530350155,0.28132052789787454
2.154434690031882,0.016681005372000592,0.21485118839853037,0.08045179489478974,0.28129089780225297
2.154434690031882,0.05994842503189409,0.21469298392326594,0.08108451691896722,0.2823798144154909
2.154434690031882,0.21544346900318845,0.20732699061520746,0.0796250425842261,0.27923796229003506
2.154434690031882,0.7742636826811278,0.27807825407770315,0.1269696591022176,0.3547700815594279
2.154434690031882,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
2.154434690031882,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
10.0,0.0001,0.2269280121500387,0.0921326044801733,0.3010700151362876
10.0,0.00035938136638046257,0.2268791102448875,0.09210163537901685,0.3010163181543465
10.0,0.001291549665014884,0.22675582474025835,0.09204988034408676,0.3009217939944248
10.0,0.004641588833612782,0.2264151737218148,0.09184030062122572,0.30053450709559315
10.0,0.016681005372000592,0.22578000161291242,0.09129365450199098,0.299483247908585
10.0,0.05994842503189409,0.22479675444180125,0.08989327143870679,0.2970259661948013
10.0,0.21544346900318845,0.21653195123435115,0.08527934741350712,0.2884930497053639
10.0,0.7742636826811278,0.27807825407770315,0.1269696591022176,0.3547700815594279
10.0,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
10.0,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
46.41588833612773,0.0001,0.255969204973883,0.11736305779445586,0.3412478905773485
46.41588833612773,0.00035938136638046257,0.2559537948417017,0.11733791229618866,0.3412074168936895
46.41588833612773,0.001291549665014884,0.25582288417456367,0.11720069376215565,0.3409915296328446
46.41588833612773,0.004641588833612782,0.25547360850514783,0.11677957370873673,0.34033281132898774
46.41588833612773,0.016681005372000592,0.25357916076833564,0.11492039570842272,0.3374938463802093
46.41588833612773,0.05994842503189409,0.2497022832630662,0.10965917880843179,0.32907874707955365
46.41588833612773,0.21544346900318845,0.22899738613147186,0.09419421216977013,0.30349745417809876
46.41588833612773,0.7742636826811278,0.27807825407770315,0.1269696591022176,0.3547700815594279
46.41588833612773,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
46.41588833612773,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
215.44346900318823,0.0001,0.3077749629132554,0.1679655613657962,0.4088995933060061
215.44346900318823,0.00035938136638046257,0.30768111535539705,0.1678647294404521,0.4087735442918893
215.44346900318823,0.001291549665014884,0.3074052879726973,0.1675577478118685,0.40838865503851524
215.44346900318823,0.004641588833612782,0.3063668676666021,0.16645736784309287,0.4070096765768712
215.44346900318823,0.016681005372000592,0.3028756933821183,0.16261485415228316,0.40213934519553074
215.44346900318823,0.05994842503189409,0.2873933681819538,0.14687871905580635,0.3816633169460872
215.44346900318823,0.21544346900318845,0.25286405660861805,0.11493737344449384,0.33612481520423154
215.44346900318823,0.7742636826811278,0.27807825407770315,0.1269696591022176,0.3547700815594279
215.44346900318823,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
215.44346900318823,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
1000.0,0.0001,0.3891497735181257,0.2778887410908783,0.5254161655905205
1000.0,0.00035938136638046257,0.3888712344696455,0.2775076728429943,0.525059023526728
1000.0,0.001291549665014884,0.38795624612026236,0.27622988091283557,0.5238576020213003
1000.0,0.004641588833612782,0.38446984611857365,0.27134341500060866,0.5192587040424369
1000.0,0.016681005372000592,0.37256022974447717,0.25399234394972137,0.5025288007437929
1000.0,0.05994842503189409,0.3427540529344113,0.21728345982231959,0.4648062486925282
1000.0,0.21544346900318845,0.281460308598244,0.14343488926465683,0.3766722755838666
1000.0,0.7742636826811278,0.27807825407770315,0.1269696591022176,0.3547700815594279
1000.0,2.782559402207126,0.9901408450704204,1.1036478873239393,1.0503138363563784
1000.0,10.0,0.9901408450704204,1.1036478873239393,1.0503138363563784
